CMDLINE /Users/jonatas/projects/github/huge-dataset-training/venv/bin/python main.py
MEM 217.847656 1610498269.2630
MEM 216.574219 1610498269.3638
MEM 216.902344 1610498269.4672
MEM 217.191406 1610498269.5677
MEM 217.500000 1610498269.6692
MEM 217.781250 1610498269.7734
MEM 219.371094 1610498269.8747
MEM 221.019531 1610498269.9750
MEM 222.597656 1610498270.0790
MEM 225.500000 1610498270.1796
MEM 227.515625 1610498270.2821
MEM 229.628906 1610498270.3827
MEM 219.359375 1610498270.4854
MEM 219.394531 1610498270.5860
MEM 219.691406 1610498270.6864
MEM 219.785156 1610498270.7903
MEM 219.468750 1610498270.8909
MEM 219.753906 1610498270.9919
MEM 220.113281 1610498271.0921
MEM 220.398438 1610498271.1952
MEM 220.656250 1610498271.2985
MEM 220.953125 1610498271.4002
MEM 221.242188 1610498271.5020
MEM 221.519531 1610498271.6025
MEM 221.757812 1610498271.7056
MEM 222.039062 1610498271.8161
MEM 222.578125 1610498271.9183
MEM 224.437500 1610498272.0218
MEM 227.539062 1610498272.1223
MEM 229.363281 1610498272.2272
MEM 231.656250 1610498272.3281
MEM 233.765625 1610498272.4299
MEM 223.890625 1610498272.5349
MEM 223.437500 1610498272.6400
MEM 221.675781 1610498272.7430
MEM 221.941406 1610498272.8432
MEM 222.289062 1610498272.9473
MEM 222.582031 1610498273.0489
MEM 222.707031 1610498273.1528
MEM 222.957031 1610498273.2538
MEM 223.281250 1610498273.3610
MEM 223.550781 1610498273.4617
MEM 223.832031 1610498273.5623
MEM 224.117188 1610498273.6655
MEM 224.285156 1610498273.7687
MEM 224.824219 1610498273.8700
MEM 227.273438 1610498273.9702
MEM 229.437500 1610498274.0705
MEM 231.648438 1610498274.1728
MEM 233.496094 1610498274.2741
MEM 228.582031 1610498274.3750
MEM 228.812500 1610498274.4758
MEM 229.226562 1610498274.5769
MEM 229.453125 1610498274.6772
MEM 229.542969 1610498274.7788
MEM 229.863281 1610498274.8825
MEM 230.210938 1610498274.9828
MEM 230.468750 1610498275.0869
MEM 230.558594 1610498275.1904
MEM 230.406250 1610498275.2945
MEM 230.695312 1610498275.3965
MEM 230.972656 1610498275.4969
MEM 231.140625 1610498275.5974
MEM 231.437500 1610498275.6988
MEM 233.570312 1610498275.8030
MEM 234.917969 1610498275.9072
MEM 236.855469 1610498276.0092
MEM 240.839844 1610498276.1119
MEM 242.988281 1610498276.2127
MEM 244.621094 1610498276.3138
MEM 246.140625 1610498276.4153
MEM 249.726562 1610498276.5196
MEM 237.570312 1610498276.6226
MEM 237.859375 1610498276.7232
MEM 238.136719 1610498276.8245
MEM 238.429688 1610498276.9282
MEM 238.738281 1610498277.0299
MEM 239.062500 1610498277.1305
MEM 239.000000 1610498277.2348
MEM 239.300781 1610498277.3370
MEM 239.625000 1610498277.4410
MEM 239.710938 1610498277.5419
MEM 240.015625 1610498277.6463
MEM 240.292969 1610498277.7465
MEM 240.593750 1610498277.8472
MEM 240.800781 1610498277.9520
MEM 241.894531 1610498278.0537
MEM 243.378906 1610498278.1579
MEM 246.304688 1610498278.2630
MEM 248.507812 1610498278.3637
MEM 251.207031 1610498278.4654
MEM 252.746094 1610498278.5693
MEM 254.421875 1610498278.6703
MEM 255.640625 1610498278.7714
MEM 258.125000 1610498278.8745
MEM 260.394531 1610498278.9749
MEM 245.269531 1610498279.0776
MEM 245.585938 1610498279.1828
MEM 245.914062 1610498279.2864
MEM 246.382812 1610498279.3883
MEM 246.667969 1610498279.4890
MEM 246.941406 1610498279.5894
MEM 246.375000 1610498279.6898
MEM 246.699219 1610498279.7934
MEM 247.015625 1610498279.8974
MEM 247.367188 1610498280.0015
MEM 247.609375 1610498280.1029
MEM 247.894531 1610498280.2034
MEM 248.296875 1610498280.3080
MEM 248.562500 1610498280.4104
MEM 248.843750 1610498280.5113
MEM 248.996094 1610498280.6116
MEM 250.906250 1610498280.7131
MEM 253.085938 1610498280.8182
MEM 254.957031 1610498280.9186
MEM 257.347656 1610498281.0221
MEM 259.074219 1610498281.1226
MEM 262.421875 1610498281.2267
MEM 249.683594 1610498281.3295
MEM 249.707031 1610498281.4300
MEM 249.984375 1610498281.5309
MEM 250.281250 1610498281.6323
MEM 249.718750 1610498281.7326
MEM 250.125000 1610498281.8347
MEM 250.347656 1610498281.9393
MEM 250.601562 1610498282.0435
MEM 250.871094 1610498282.1443
MEM 251.167969 1610498282.2454
MEM 251.617188 1610498282.3463
MEM 251.957031 1610498282.4515
MEM 252.195312 1610498282.5533
MEM 252.382812 1610498282.6583
MEM 252.699219 1610498282.7587
MEM 254.460938 1610498282.8604
MEM 256.890625 1610498282.9608
MEM 258.890625 1610498283.0620
MEM 261.546875 1610498283.1628
MEM 263.453125 1610498283.2653
MEM 266.347656 1610498283.3666
MEM 267.335938 1610498283.4710
MEM 269.628906 1610498283.5750
MEM 255.292969 1610498283.6773
MEM 255.601562 1610498283.7815
MEM 255.917969 1610498283.8821
MEM 256.191406 1610498283.9835
MEM 256.507812 1610498284.0870
MEM 256.812500 1610498284.1908
MEM 257.085938 1610498284.2934
MEM 257.402344 1610498284.3972
MEM 257.675781 1610498284.4980
MEM 257.941406 1610498284.5982
MEM 258.117188 1610498284.7008
MEM 258.421875 1610498284.8020
MEM 258.714844 1610498284.9082
MEM 258.988281 1610498285.0095
MEM 259.484375 1610498285.1135
MEM 261.078125 1610498285.2170
MEM 263.519531 1610498285.3173
MEM 267.277344 1610498285.4193
MEM 267.878906 1610498285.5242
MEM 270.277344 1610498285.6249
MEM 272.281250 1610498285.7258
MEM 275.109375 1610498285.8281
MEM 263.828125 1610498285.9332
MEM 264.089844 1610498286.0338
MEM 264.488281 1610498286.1345
MEM 264.792969 1610498286.2354
MEM 263.757812 1610498286.3393
MEM 264.031250 1610498286.4398
MEM 264.417969 1610498286.5401
MEM 265.207031 1610498286.6407
MEM 265.496094 1610498286.7457
MEM 266.363281 1610498286.8463
MEM 266.714844 1610498286.9515
MEM 266.820312 1610498287.0517
MEM 267.152344 1610498287.1528
MEM 266.050781 1610498287.2532
MEM 269.410156 1610498287.3542
MEM 271.921875 1610498287.4568
MEM 273.363281 1610498287.5613
MEM 277.402344 1610498287.6618
MEM 278.941406 1610498287.7690
MEM 281.332031 1610498287.8700
MEM 283.156250 1610498287.9746
MEM 286.929688 1610498288.0763
MEM 287.843750 1610498288.1766
MEM 289.558594 1610498288.2771
MEM 291.617188 1610498288.3791
MEM 292.777344 1610498288.4839
MEM 296.132812 1610498288.5859
MEM 299.632812 1610498288.6868
MEM 301.585938 1610498288.7872
MEM 303.152344 1610498288.8925
MEM 306.113281 1610498288.9963
MEM 322.851562 1610498289.1013
MEM 272.535156 1610498289.2065
MEM 272.343750 1610498289.3075
MEM 272.320312 1610498289.4104
MEM 272.652344 1610498289.5151
MEM 272.832031 1610498289.6155
MEM 273.167969 1610498289.7173
MEM 273.332031 1610498289.8204
MEM 273.628906 1610498289.9246
MEM 273.898438 1610498290.0254
MEM 274.218750 1610498290.1311
MEM 274.542969 1610498290.2349
MEM 274.753906 1610498290.3402
MEM 275.210938 1610498290.4412
MEM 276.308594 1610498290.5432
MEM 278.113281 1610498290.6464
MEM 279.917969 1610498290.7516
MEM 283.714844 1610498290.8568
MEM 286.199219 1610498290.9597
MEM 288.000000 1610498291.0606
MEM 289.351562 1610498291.1627
MEM 292.425781 1610498291.2665
MEM 295.332031 1610498291.3682
MEM 296.789062 1610498291.4715
MEM 298.808594 1610498291.5747
MEM 300.843750 1610498291.6752
MEM 302.625000 1610498291.7799
MEM 307.046875 1610498291.8807
MEM 308.074219 1610498291.9859
MEM 310.152344 1610498292.0864
MEM 287.984375 1610498292.1872
MEM 288.269531 1610498292.2876
MEM 288.578125 1610498292.3924
MEM 288.851562 1610498292.4972
MEM 289.105469 1610498292.5975
MEM 289.378906 1610498292.6977
MEM 289.632812 1610498292.7989
MEM 289.578125 1610498292.8993
MEM 289.882812 1610498292.9996
MEM 290.164062 1610498293.0999
MEM 290.445312 1610498293.2009
MEM 290.722656 1610498293.3028
MEM 290.988281 1610498293.4035
MEM 291.300781 1610498293.5038
MEM 291.496094 1610498293.6083
MEM 291.914062 1610498293.7109
MEM 291.718750 1610498293.8137
MEM 292.070312 1610498293.9189
MEM 292.402344 1610498294.0205
MEM 294.015625 1610498294.1214
MEM 295.675781 1610498294.2217
MEM 299.257812 1610498294.3267
MEM 299.402344 1610498294.4269
MEM 300.792969 1610498294.5304
MEM 303.769531 1610498294.6329
MEM 313.007812 1610498294.7358
MEM 290.250000 1610498294.8371
MEM 290.527344 1610498294.9374
MEM 290.964844 1610498295.0391
MEM 287.398438 1610498295.1421
MEM 287.695312 1610498295.2464
MEM 288.035156 1610498295.3500
MEM 288.250000 1610498295.4506
MEM 288.554688 1610498295.5512
MEM 289.007812 1610498295.6535
MEM 289.886719 1610498295.7542
MEM 290.195312 1610498295.8573
MEM 290.492188 1610498295.9578
MEM 290.773438 1610498296.0607
MEM 291.082031 1610498296.1612
MEM 291.335938 1610498296.2664
MEM 294.980469 1610498296.3716
MEM 297.121094 1610498296.4767
MEM 298.332031 1610498296.5808
MEM 301.109375 1610498296.6819
MEM 302.375000 1610498296.7827
MEM 304.128906 1610498296.8833
MEM 306.101562 1610498296.9839
MEM 307.921875 1610498297.0849
MEM 293.914062 1610498297.1862
MEM 294.187500 1610498297.2873
MEM 294.484375 1610498297.3917
MEM 294.757812 1610498297.4964
MEM 295.023438 1610498297.5968
MEM 295.312500 1610498297.6993
MEM 294.730469 1610498297.8026
MEM 295.062500 1610498297.9064
MEM 295.355469 1610498298.0067
MEM 295.644531 1610498298.1080
MEM 295.988281 1610498298.2090
MEM 295.851562 1610498298.3115
MEM 296.093750 1610498298.4117
MEM 296.382812 1610498298.5120
MEM 296.671875 1610498298.6155
MEM 296.820312 1610498298.7202
MEM 297.804688 1610498298.8210
MEM 299.417969 1610498298.9262
MEM 301.664062 1610498299.0264
MEM 303.886719 1610498299.1292
MEM 306.550781 1610498299.2331
MEM 308.753906 1610498299.3344
MEM 310.363281 1610498299.4347
MEM 298.921875 1610498299.5355
MEM 299.039062 1610498299.6411
MEM 296.171875 1610498299.7419
MEM 296.441406 1610498299.8464
MEM 296.726562 1610498299.9472
MEM 296.976562 1610498300.0495
MEM 297.269531 1610498300.1501
MEM 297.515625 1610498300.2507
MEM 297.789062 1610498300.3509
MEM 298.042969 1610498300.4527
MEM 298.312500 1610498300.5529
MEM 298.515625 1610498300.6572
MEM 298.824219 1610498300.7597
MEM 299.128906 1610498300.8632
MEM 299.398438 1610498300.9676
MEM 301.605469 1610498301.0730
MEM 303.796875 1610498301.1735
MEM 306.101562 1610498301.2760
MEM 308.636719 1610498301.3763
MEM 310.312500 1610498301.4800
MEM 313.121094 1610498301.5832
MEM 314.515625 1610498301.6834
MEM 316.363281 1610498301.7842
MEM 304.933594 1610498301.8864
MEM 305.066406 1610498301.9910
MEM 305.359375 1610498302.0919
MEM 305.625000 1610498302.1964
MEM 305.906250 1610498302.3009
MEM 306.234375 1610498302.4026
MEM 306.136719 1610498302.5029
MEM 306.441406 1610498302.6035
MEM 306.757812 1610498302.7097
MEM 307.035156 1610498302.8105
MEM 307.468750 1610498302.9109
MEM 307.750000 1610498303.0128
MEM 308.042969 1610498303.1130
MEM 308.324219 1610498303.2148
MEM 308.484375 1610498303.3173
MEM 308.777344 1610498303.4175
MEM 312.503906 1610498303.5181
MEM 313.882812 1610498303.6214
MEM 315.550781 1610498303.7218
MEM 317.648438 1610498303.8222
MEM 320.199219 1610498303.9241
MEM 322.476562 1610498304.0243
MEM 324.730469 1610498304.1245
MEM 312.875000 1610498304.2254
MEM 308.875000 1610498304.3299
MEM 309.187500 1610498304.4304
MEM 309.519531 1610498304.5335
MEM 309.789062 1610498304.6339
MEM 310.066406 1610498304.7341
MEM 310.488281 1610498304.8367
MEM 310.820312 1610498304.9383
MEM 311.082031 1610498305.0391
MEM 311.339844 1610498305.1397
MEM 311.664062 1610498305.2434
MEM 311.949219 1610498305.3465
MEM 312.289062 1610498305.4476
MEM 312.527344 1610498305.5483
MEM 313.230469 1610498305.6508
MEM 315.203125 1610498305.7522
MEM 318.523438 1610498305.8532
MEM 319.750000 1610498305.9534
MEM 321.851562 1610498306.0543
MEM 323.765625 1610498306.1591
MEM 325.214844 1610498306.2613
MEM 327.371094 1610498306.3617
MEM 314.468750 1610498306.4619
MEM 314.730469 1610498306.5655
MEM 315.003906 1610498306.6701
MEM 315.281250 1610498306.7707
MEM 315.535156 1610498306.8726
MEM 315.812500 1610498306.9732
MEM 316.082031 1610498307.0738
MEM 316.351562 1610498307.1762
MEM 316.519531 1610498307.2799
MEM 316.832031 1610498307.3830
MEM 317.273438 1610498307.4833
MEM 317.597656 1610498307.5861
MEM 317.902344 1610498307.6903
MEM 318.195312 1610498307.7948
MEM 319.652344 1610498307.8977
MEM 322.335938 1610498308.0029
MEM 324.468750 1610498308.1064
MEM 326.023438 1610498308.2084
MEM 328.632812 1610498308.3087
MEM 330.347656 1610498308.4122
MEM 332.488281 1610498308.5162
MEM 334.917969 1610498308.6168
MEM 337.128906 1610498308.7177
MEM 339.449219 1610498308.8183
MEM 342.425781 1610498308.9233
MEM 325.539062 1610498309.0267
MEM 325.820312 1610498309.1299
MEM 326.132812 1610498309.2354
MEM 326.500000 1610498309.3365
MEM 326.804688 1610498309.4384
MEM 327.078125 1610498309.5390
MEM 327.398438 1610498309.6448
MEM 327.687500 1610498309.7465
MEM 327.976562 1610498309.8467
MEM 328.285156 1610498309.9487
MEM 328.214844 1610498310.0491
MEM 328.484375 1610498310.1530
MEM 328.871094 1610498310.2553
MEM 329.070312 1610498310.3564
MEM 329.324219 1610498310.4570
MEM 329.843750 1610498310.5572
MEM 332.660156 1610498310.6578
MEM 334.382812 1610498310.7582
MEM 336.820312 1610498310.8604
MEM 339.027344 1610498310.9622
MEM 340.363281 1610498311.0633
MEM 342.488281 1610498311.1636
MEM 349.339844 1610498311.2688
MEM 332.894531 1610498311.3709
MEM 333.156250 1610498311.4711
MEM 333.441406 1610498311.5719
MEM 333.730469 1610498311.6745
MEM 334.019531 1610498311.7747
MEM 332.957031 1610498311.8750
MEM 333.257812 1610498311.9817
MEM 333.558594 1610498312.0852
MEM 333.886719 1610498312.1863
MEM 334.125000 1610498312.2866
MEM 334.437500 1610498312.3886
MEM 334.714844 1610498312.4902
MEM 335.062500 1610498312.5971
MEM 335.203125 1610498312.6989
MEM 335.515625 1610498312.8040
MEM 335.859375 1610498312.9084
MEM 337.605469 1610498313.0097
MEM 339.375000 1610498313.1103
MEM 341.269531 1610498313.2127
MEM 344.527344 1610498313.3133
MEM 345.980469 1610498313.4169
MEM 347.761719 1610498313.5188
MEM 349.171875 1610498313.6192
MEM 355.097656 1610498313.7220
MEM 335.871094 1610498313.8223
MEM 336.050781 1610498313.9227
MEM 336.335938 1610498314.0262
MEM 336.613281 1610498314.1300
MEM 336.886719 1610498314.2304
MEM 337.179688 1610498314.3310
MEM 337.480469 1610498314.4343
MEM 337.777344 1610498314.5366
MEM 338.054688 1610498314.6386
MEM 337.968750 1610498314.7423
MEM 338.289062 1610498314.8465
MEM 338.847656 1610498314.9518
MEM 344.351562 1610498315.0556
MEM 344.832031 1610498315.1571
MEM 345.257812 1610498315.2573
MEM 346.503906 1610498315.3602
MEM 347.691406 1610498315.4632
MEM 349.515625 1610498315.5642
MEM 351.308594 1610498315.6688
MEM 353.640625 1610498315.7693
MEM 355.484375 1610498315.8699
MEM 357.652344 1610498315.9777
MEM 360.437500 1610498316.0800
MEM 360.324219 1610498316.1825
MEM 362.589844 1610498316.2829
MEM 372.472656 1610498316.3881
MEM 339.347656 1610498316.4884
MEM 336.097656 1610498316.5895
MEM 336.414062 1610498316.6898
MEM 336.722656 1610498316.7914
MEM 336.984375 1610498316.8919
MEM 337.347656 1610498316.9966
MEM 337.617188 1610498317.0986
MEM 337.914062 1610498317.1996
MEM 338.203125 1610498317.3048
MEM 338.605469 1610498317.4084
MEM 338.988281 1610498317.5111
MEM 340.152344 1610498317.6116
MEM 342.179688 1610498317.7168
MEM 345.359375 1610498317.8194
MEM 347.414062 1610498317.9197
MEM 349.296875 1610498318.0211
MEM 351.296875 1610498318.1217
MEM 353.519531 1610498318.2294
MEM 355.210938 1610498318.3300
MEM 357.437500 1610498318.4302
MEM 359.023438 1610498318.5336
MEM 361.976562 1610498318.6340
MEM 363.976562 1610498318.7345
MEM 366.082031 1610498318.8386
MEM 375.218750 1610498318.9396
MEM 349.238281 1610498319.0409
MEM 349.554688 1610498319.1429
MEM 349.875000 1610498319.2436
MEM 349.070312 1610498319.3447
MEM 349.375000 1610498319.4472
MEM 349.707031 1610498319.5488
MEM 349.996094 1610498319.6491
MEM 350.214844 1610498319.7497
MEM 350.539062 1610498319.8544
MEM 351.503906 1610498319.9571
MEM 351.679688 1610498320.0604
MEM 351.960938 1610498320.1653
MEM 352.289062 1610498320.2689
MEM 352.589844 1610498320.3709
MEM 355.234375 1610498320.4763
MEM 357.187500 1610498320.5800
MEM 359.332031 1610498320.6810
MEM 361.421875 1610498320.7825
MEM 363.781250 1610498320.8833
MEM 365.078125 1610498320.9856
MEM 367.078125 1610498321.0874
MEM 369.320312 1610498321.1917
MEM 371.847656 1610498321.2965
MEM 374.136719 1610498321.3968
MEM 384.347656 1610498321.4972
MEM 357.023438 1610498321.6026
MEM 357.339844 1610498321.7043
MEM 357.613281 1610498321.8083
MEM 357.902344 1610498321.9116
MEM 358.175781 1610498322.0129
MEM 358.449219 1610498322.1139
MEM 358.167969 1610498322.2141
MEM 358.472656 1610498322.3179
MEM 358.792969 1610498322.4213
MEM 359.058594 1610498322.5216
MEM 359.355469 1610498322.6268
MEM 359.632812 1610498322.7300
MEM 359.964844 1610498322.8312
MEM 360.226562 1610498322.9322
MEM 360.929688 1610498323.0327
MEM 363.199219 1610498323.1338
MEM 365.050781 1610498323.2368
MEM 367.394531 1610498323.3373
MEM 369.929688 1610498323.4411
MEM 371.968750 1610498323.5450
MEM 374.148438 1610498323.6495
MEM 376.160156 1610498323.7515
MEM 382.339844 1610498323.8517
MEM 363.792969 1610498323.9550
MEM 362.308594 1610498324.0589
MEM 363.035156 1610498324.1609
MEM 363.332031 1610498324.2613
MEM 363.625000 1610498324.3653
MEM 363.890625 1610498324.4657
MEM 364.175781 1610498324.5670
MEM 364.460938 1610498324.6686
MEM 364.675781 1610498324.7732
MEM 364.964844 1610498324.8753
MEM 365.285156 1610498324.9800
MEM 365.578125 1610498325.0803
MEM 366.007812 1610498325.1837
MEM 366.292969 1610498325.2846
MEM 367.585938 1610498325.3852
MEM 369.886719 1610498325.4864
MEM 370.625000 1610498325.5880
MEM 372.640625 1610498325.6888
MEM 374.101562 1610498325.7896
MEM 375.917969 1610498325.8905
MEM 377.785156 1610498325.9933
MEM 380.164062 1610498326.0936
MEM 382.570312 1610498326.1943
MEM 384.343750 1610498326.2966
MEM 368.062500 1610498326.3982
MEM 368.089844 1610498326.4994
MEM 368.382812 1610498326.6023
MEM 368.664062 1610498326.7042
MEM 369.144531 1610498326.8079
MEM 368.667969 1610498326.9175
MEM 368.941406 1610498327.0196
MEM 369.222656 1610498327.1199
MEM 369.511719 1610498327.2218
MEM 369.769531 1610498327.3230
MEM 370.066406 1610498327.4239
MEM 370.367188 1610498327.5287
MEM 370.765625 1610498327.6319
MEM 371.085938 1610498327.7370
MEM 371.542969 1610498327.8376
MEM 373.929688 1610498327.9401
MEM 376.734375 1610498328.0442
MEM 378.167969 1610498328.1466
MEM 380.808594 1610498328.2559
MEM 384.039062 1610498328.3609
MEM 385.925781 1610498328.4685
MEM 387.660156 1610498328.5709
MEM 389.402344 1610498328.6757
MEM 392.082031 1610498328.7805
MEM 376.566406 1610498328.8810
MEM 376.871094 1610498328.9833
MEM 377.164062 1610498329.0840
MEM 377.453125 1610498329.1842
MEM 377.707031 1610498329.2847
MEM 378.003906 1610498329.3894
MEM 378.289062 1610498329.4899
MEM 378.578125 1610498329.5942
MEM 378.851562 1610498329.6946
MEM 379.156250 1610498329.7966
MEM 379.589844 1610498329.8977
MEM 379.839844 1610498329.9991
MEM 380.203125 1610498330.1001
MEM 380.472656 1610498330.2018
MEM 380.628906 1610498330.3025
MEM 382.546875 1610498330.4038
MEM 384.437500 1610498330.5085
MEM 386.464844 1610498330.6094
MEM 388.761719 1610498330.7122
MEM 390.285156 1610498330.8129
MEM 392.140625 1610498330.9152
MEM 394.453125 1610498331.0192
MEM 396.695312 1610498331.1194
MEM 398.667969 1610498331.2246
MEM 400.613281 1610498331.3282
MEM 407.375000 1610498331.4314
MEM 387.312500 1610498331.5366
MEM 387.554688 1610498331.6370
MEM 387.906250 1610498331.7396
MEM 389.457031 1610498331.8444
MEM 389.683594 1610498331.9466
MEM 389.972656 1610498332.0470
MEM 389.906250 1610498332.1520
MEM 389.980469 1610498332.2534
MEM 390.121094 1610498332.3546
MEM 390.390625 1610498332.4549
MEM 390.679688 1610498332.5555
MEM 390.183594 1610498332.6585
MEM 390.425781 1610498332.7592
MEM 390.703125 1610498332.8635
MEM 390.816406 1610498332.9638
MEM 391.078125 1610498333.0655
MEM 391.269531 1610498333.1708
MEM 390.902344 1610498333.2728
MEM 392.117188 1610498333.3730
MEM 394.792969 1610498333.4747
MEM 396.828125 1610498333.5756
MEM 399.003906 1610498333.6801
MEM 401.390625 1610498333.7828
MEM 410.113281 1610498333.8839
MEM 391.613281 1610498333.9877
MEM 391.875000 1610498334.0899
MEM 388.605469 1610498334.1934
MEM 388.890625 1610498334.2943
MEM 389.195312 1610498334.3969
MEM 389.500000 1610498334.4994
MEM 389.769531 1610498334.5996
MEM 390.042969 1610498334.7003
MEM 390.550781 1610498334.8052
MEM 390.843750 1610498334.9080
MEM 390.996094 1610498335.0111
MEM 391.253906 1610498335.1127
MEM 391.519531 1610498335.2144
MEM 391.820312 1610498335.3196
MEM 393.875000 1610498335.4248
MEM 395.664062 1610498335.5285
MEM 397.175781 1610498335.6314
MEM 399.250000 1610498335.7329
MEM 400.718750 1610498335.8345
MEM 403.089844 1610498335.9373
MEM 405.003906 1610498336.0375
MEM 406.796875 1610498336.1403
MEM 409.480469 1610498336.2428
MEM 396.980469 1610498336.3449
MEM 394.554688 1610498336.4466
MEM 394.910156 1610498336.5476
MEM 395.207031 1610498336.6479
MEM 395.472656 1610498336.7484
MEM 395.781250 1610498336.8518
MEM 397.195312 1610498336.9525
MEM 397.289062 1610498337.0569
MEM 397.562500 1610498337.1580
MEM 397.871094 1610498337.2593
MEM 398.140625 1610498337.3614
MEM 398.453125 1610498337.4627
MEM 398.750000 1610498337.5670
MEM 399.023438 1610498337.6692
MEM 399.222656 1610498337.7726
MEM 400.253906 1610498337.8742
MEM 402.085938 1610498337.9785
MEM 403.898438 1610498338.0801
MEM 405.769531 1610498338.1829
MEM 407.312500 1610498338.2857
MEM 409.429688 1610498338.3866
MEM 412.171875 1610498338.4870
MEM 423.691406 1610498338.5922
MEM 400.585938 1610498338.6967
MEM 400.851562 1610498338.7979
MEM 401.082031 1610498338.8993
MEM 401.324219 1610498338.9997
MEM 401.601562 1610498339.1048
MEM 400.531250 1610498339.2085
MEM 400.968750 1610498339.3137
MEM 401.937500 1610498339.4140
MEM 402.191406 1610498339.5141
MEM 402.460938 1610498339.6176
MEM 402.875000 1610498339.7195
MEM 403.093750 1610498339.8214
MEM 403.359375 1610498339.9257
MEM 403.613281 1610498340.0301
MEM 408.585938 1610498340.1344
MEM 401.843750 1610498340.2349
MEM 402.082031 1610498340.3366
MEM 401.269531 1610498340.4391
MEM 401.511719 1610498340.5403
MEM 401.796875 1610498340.6445
MEM 402.042969 1610498340.7454
MEM 402.292969 1610498340.8466
MEM 402.562500 1610498340.9498
MEM 402.785156 1610498341.0522
MEM 403.078125 1610498341.1574
