CMDLINE /Users/jonatas/projects/github/huge-dataset-training/venv/bin/python main.py
MEM 328.007812 1610555237.4901
MEM 328.089844 1610555237.5936
MEM 328.250000 1610555237.6988
MEM 328.636719 1610555237.7989
MEM 328.820312 1610555237.9038
MEM 328.933594 1610555238.0091
MEM 329.355469 1610555238.1138
MEM 328.117188 1610555238.2142
MEM 328.195312 1610555238.3166
MEM 328.281250 1610555238.4217
MEM 328.359375 1610555238.5222
MEM 328.441406 1610555238.6255
MEM 328.527344 1610555238.7284
MEM 328.609375 1610555238.8308
MEM 328.656250 1610555238.9350
MEM 328.656250 1610555239.0361
MEM 328.734375 1610555239.1413
MEM 328.816406 1610555239.2446
MEM 328.898438 1610555239.3487
MEM 329.207031 1610555239.4522
MEM 327.804688 1610555239.5534
MEM 327.882812 1610555239.6586
MEM 327.964844 1610555239.7598
MEM 328.046875 1610555239.8641
MEM 328.132812 1610555239.9693
MEM 328.218750 1610555240.0743
MEM 328.296875 1610555240.1749
MEM 328.437500 1610555240.2771
MEM 328.843750 1610555240.3817
MEM 329.179688 1610555240.4849
MEM 329.343750 1610555240.5852
MEM 329.421875 1610555240.6866
MEM 328.000000 1610555240.7871
MEM 328.085938 1610555240.8923
MEM 328.167969 1610555240.9974
MEM 328.218750 1610555241.1014
MEM 327.472656 1610555241.2048
MEM 327.546875 1610555241.3089
MEM 327.621094 1610555241.4098
MEM 327.699219 1610555241.5133
MEM 327.781250 1610555241.6156
MEM 327.863281 1610555241.7193
MEM 327.941406 1610555241.8195
MEM 328.269531 1610555241.9232
MEM 328.765625 1610555242.0261
MEM 329.097656 1610555242.1285
MEM 327.921875 1610555242.2323
MEM 328.000000 1610555242.3325
MEM 328.085938 1610555242.4360
MEM 328.167969 1610555242.5412
MEM 328.253906 1610555242.6461
MEM 328.335938 1610555242.7486
MEM 328.417969 1610555242.8516
MEM 328.582031 1610555242.9523
MEM 328.707031 1610555243.0525
MEM 328.945312 1610555243.1559
MEM 329.160156 1610555243.2600
MEM 329.164062 1610555243.3634
MEM 329.246094 1610555243.4645
MEM 329.503906 1610555243.5650
MEM 328.023438 1610555243.6653
MEM 328.105469 1610555243.7705
MEM 328.187500 1610555243.8750
MEM 328.257812 1610555243.9754
MEM 328.328125 1610555244.0756
MEM 328.398438 1610555244.1762
MEM 328.472656 1610555244.2799
MEM 328.546875 1610555244.3803
MEM 328.675781 1610555244.4855
MEM 328.871094 1610555244.5861
MEM 329.195312 1610555244.6911
MEM 329.281250 1610555244.7964
MEM 327.996094 1610555244.9001
MEM 328.074219 1610555245.0010
MEM 328.156250 1610555245.1032
MEM 328.238281 1610555245.2053
MEM 328.320312 1610555245.3098
MEM 328.398438 1610555245.4114
MEM 328.429688 1610555245.5119
MEM 328.445312 1610555245.6157
MEM 328.515625 1610555245.7171
MEM 328.589844 1610555245.8173
MEM 328.664062 1610555245.9225
MEM 328.734375 1610555246.0250
MEM 328.812500 1610555246.1303
MEM 329.113281 1610555246.2339
MEM 329.195312 1610555246.3360
MEM 328.285156 1610555246.4412
MEM 328.367188 1610555246.5464
MEM 328.453125 1610555246.6505
MEM 328.539062 1610555246.7556
MEM 328.835938 1610555246.8608
MEM 329.019531 1610555246.9611
MEM 329.191406 1610555247.0657
MEM 329.343750 1610555247.1663
MEM 329.429688 1610555247.2681
MEM 329.523438 1610555247.3730
MEM 329.605469 1610555247.4752
MEM 329.691406 1610555247.5804
MEM 328.789062 1610555247.6838
MEM 328.835938 1610555247.7871
MEM 326.589844 1610555247.8923
MEM 326.667969 1610555247.9943
MEM 326.750000 1610555248.0995
MEM 326.832031 1610555248.2006
MEM 326.917969 1610555248.3059
MEM 326.996094 1610555248.4097
MEM 327.082031 1610555248.5149
MEM 327.167969 1610555248.6193
MEM 327.300781 1610555248.7221
MEM 328.078125 1610555248.8253
MEM 328.832031 1610555248.9288
MEM 328.496094 1610555249.0338
MEM 328.570312 1610555249.1358
MEM 328.675781 1610555249.2410
MEM 328.757812 1610555249.3427
MEM 328.835938 1610555249.4459
MEM 328.914062 1610555249.5463
MEM 329.000000 1610555249.6504
MEM 329.085938 1610555249.7554
MEM 329.171875 1610555249.8599
MEM 329.187500 1610555249.9652
MEM 328.214844 1610555250.0671
MEM 328.289062 1610555250.1696
MEM 328.402344 1610555250.2748
MEM 328.808594 1610555250.3774
MEM 327.292969 1610555250.4826
MEM 327.375000 1610555250.5871
MEM 327.453125 1610555250.6896
MEM 327.632812 1610555250.7948
MEM 327.714844 1610555250.8997
MEM 327.792969 1610555251.0036
MEM 327.871094 1610555251.1058
MEM 327.953125 1610555251.2097
MEM 328.039062 1610555251.3147
MEM 328.160156 1610555251.4171
MEM 328.281250 1610555251.5192
MEM 328.363281 1610555251.6244
MEM 327.695312 1610555251.7296
MEM 327.777344 1610555251.8302
MEM 327.855469 1610555251.9338
MEM 327.937500 1610555252.0370
MEM 327.984375 1610555252.1421
MEM 327.738281 1610555252.2473
MEM 327.808594 1610555252.3482
MEM 327.886719 1610555252.4526
MEM 327.964844 1610555252.5551
MEM 328.062500 1610555252.6599
MEM 328.152344 1610555252.7651
MEM 328.496094 1610555252.8688
MEM 328.671875 1610555252.9691
MEM 329.023438 1610555253.0724
MEM 328.125000 1610555253.1756
MEM 328.207031 1610555253.2777
MEM 328.289062 1610555253.3830
MEM 328.371094 1610555253.4859
MEM 328.449219 1610555253.5911
MEM 328.535156 1610555253.6945
MEM 328.621094 1610555253.7982
MEM 328.695312 1610555253.9026
MEM 328.773438 1610555254.0059
MEM 329.078125 1610555254.1098
MEM 329.257812 1610555254.2100
MEM 329.390625 1610555254.3120
MEM 329.390625 1610555254.4124
MEM 329.492188 1610555254.5150
MEM 328.632812 1610555254.6193
MEM 328.710938 1610555254.7235
MEM 328.785156 1610555254.8237
MEM 328.855469 1610555254.9254
MEM 328.925781 1610555255.0261
MEM 328.992188 1610555255.1265
MEM 329.074219 1610555255.2317
MEM 329.156250 1610555255.3369
MEM 329.234375 1610555255.4407
MEM 329.304688 1610555255.5411
MEM 329.386719 1610555255.6418
MEM 329.468750 1610555255.7463
MEM 329.550781 1610555255.8507
MEM 328.664062 1610555255.9511
MEM 328.738281 1610555256.0550
MEM 328.812500 1610555256.1598
MEM 328.882812 1610555256.2623
MEM 328.953125 1610555256.3625
MEM 329.027344 1610555256.4634
MEM 329.101562 1610555256.5661
MEM 329.171875 1610555256.6698
MEM 329.191406 1610555256.7717
MEM 329.210938 1610555256.8743
MEM 329.285156 1610555256.9769
MEM 329.359375 1610555257.0773
MEM 329.433594 1610555257.1803
MEM 329.753906 1610555257.2838
MEM 329.835938 1610555257.3881
MEM 328.925781 1610555257.4929
MEM 329.003906 1610555257.5940
MEM 329.082031 1610555257.6991
MEM 329.152344 1610555257.8008
MEM 329.230469 1610555257.9059
MEM 329.300781 1610555258.0098
MEM 329.371094 1610555258.1125
MEM 329.441406 1610555258.2132
MEM 329.519531 1610555258.3139
MEM 329.589844 1610555258.4179
MEM 329.660156 1610555258.5216
MEM 329.738281 1610555258.6218
MEM 329.812500 1610555258.7268
MEM 329.054688 1610555258.8272
MEM 329.011719 1610555258.9318
MEM 329.097656 1610555259.0362
MEM 329.125000 1610555259.1392
MEM 328.640625 1610555259.2401
MEM 328.718750 1610555259.3404
MEM 328.792969 1610555259.4450
MEM 328.863281 1610555259.5496
MEM 328.933594 1610555259.6517
MEM 329.007812 1610555259.7549
MEM 329.089844 1610555259.8599
MEM 329.160156 1610555259.9626
MEM 329.230469 1610555260.0661
MEM 329.300781 1610555260.1675
MEM 329.367188 1610555260.2681
MEM 328.625000 1610555260.3685
MEM 328.703125 1610555260.4724
MEM 328.785156 1610555260.5734
MEM 328.867188 1610555260.6739
MEM 328.937500 1610555260.7779
MEM 329.007812 1610555260.8810
MEM 329.078125 1610555260.9817
MEM 329.148438 1610555261.0851
MEM 329.222656 1610555261.1903
MEM 329.296875 1610555261.2955
MEM 329.367188 1610555261.3961
MEM 329.402344 1610555261.4993
MEM 329.410156 1610555261.6022
MEM 329.503906 1610555261.7034
MEM 329.585938 1610555261.8041
MEM 328.609375 1610555261.9049
MEM 328.679688 1610555262.0132
MEM 328.730469 1610555262.1137
MEM 328.800781 1610555262.2177
MEM 328.875000 1610555262.3194
MEM 329.027344 1610555262.4223
MEM 329.093750 1610555262.5249
MEM 329.179688 1610555262.6301
MEM 329.261719 1610555262.7338
MEM 329.339844 1610555262.8370
MEM 329.410156 1610555262.9402
MEM 329.507812 1610555263.0423
MEM 329.789062 1610555263.1445
MEM 329.917969 1610555263.2449
MEM 329.085938 1610555263.3462
MEM 329.160156 1610555263.4473
MEM 329.242188 1610555263.5507
MEM 329.316406 1610555263.6539
MEM 329.402344 1610555263.7591
MEM 329.480469 1610555263.8632
MEM 329.488281 1610555263.9684
MEM 329.527344 1610555264.0717
MEM 329.609375 1610555264.1750
MEM 329.683594 1610555264.2768
MEM 329.757812 1610555264.3806
MEM 329.828125 1610555264.4832
MEM 329.937500 1610555264.5871
MEM 330.195312 1610555264.6903
MEM 330.238281 1610555264.7955
MEM 329.292969 1610555264.8995
MEM 329.367188 1610555265.0015
MEM 329.421875 1610555265.1040
MEM 329.558594 1610555265.2075
MEM 329.691406 1610555265.3083
MEM 329.839844 1610555265.4089
MEM 329.972656 1610555265.5134
MEM 330.066406 1610555265.6171
MEM 330.148438 1610555265.7217
MEM 330.222656 1610555265.8220
MEM 330.332031 1610555265.9232
MEM 330.457031 1610555266.0262
MEM 330.656250 1610555266.1306
MEM 330.820312 1610555266.2333
MEM 330.902344 1610555266.3385
MEM 330.980469 1610555266.4408
MEM 331.054688 1610555266.5413
MEM 330.144531 1610555266.6424
MEM 330.167969 1610555266.7474
MEM 328.441406 1610555266.8489
MEM 328.519531 1610555266.9541
MEM 328.593750 1610555267.0586
MEM 328.671875 1610555267.1598
MEM 328.746094 1610555267.2606
MEM 328.824219 1610555267.3652
MEM 328.906250 1610555267.4678
MEM 328.984375 1610555267.5710
MEM 329.070312 1610555267.6762
MEM 329.281250 1610555267.7794
MEM 330.050781 1610555267.8839
MEM 330.218750 1610555267.9881
MEM 329.890625 1610555268.0913
MEM 329.984375 1610555268.1924
MEM 330.058594 1610555268.2939
MEM 330.144531 1610555268.3980
MEM 330.222656 1610555268.5001
MEM 330.296875 1610555268.6024
MEM 330.371094 1610555268.7074
MEM 330.449219 1610555268.8123
MEM 330.519531 1610555268.9145
MEM 330.519531 1610555269.0179
MEM 329.566406 1610555269.1212
MEM 329.644531 1610555269.2264
MEM 329.699219 1610555269.3295
MEM 329.835938 1610555269.4348
MEM 330.214844 1610555269.5351
MEM 329.500000 1610555269.6359
MEM 329.539062 1610555269.7385
MEM 329.582031 1610555269.8395
MEM 329.628906 1610555269.9425
MEM 329.679688 1610555270.0428
MEM 329.734375 1610555270.1451
MEM 329.906250 1610555270.2495
MEM 329.988281 1610555270.3528
MEM 330.066406 1610555270.4557
MEM 330.148438 1610555270.5599
MEM 330.234375 1610555270.6651
MEM 330.308594 1610555270.7676
MEM 330.382812 1610555270.8678
MEM 330.457031 1610555270.9706
MEM 330.554688 1610555271.0730
MEM 329.886719 1610555271.1739
MEM 329.964844 1610555271.2755
MEM 330.039062 1610555271.3807
MEM 330.117188 1610555271.4828
MEM 330.167969 1610555271.5840
MEM 329.917969 1610555271.6893
MEM 329.984375 1610555271.7936
MEM 330.066406 1610555271.8945
MEM 330.140625 1610555271.9995
MEM 330.222656 1610555272.1047
MEM 330.296875 1610555272.2085
MEM 330.558594 1610555272.3135
MEM 330.667969 1610555272.4158
MEM 330.722656 1610555272.5186
MEM 330.765625 1610555272.6201
MEM 330.808594 1610555272.7204
MEM 329.863281 1610555272.8213
MEM 329.910156 1610555272.9247
MEM 329.953125 1610555273.0260
MEM 329.996094 1610555273.1274
MEM 330.046875 1610555273.2277
MEM 330.105469 1610555273.3312
MEM 330.183594 1610555273.4351
MEM 330.253906 1610555273.5369
MEM 330.335938 1610555273.6421
MEM 330.425781 1610555273.7435
MEM 330.511719 1610555273.8483
MEM 330.593750 1610555273.9530
MEM 330.679688 1610555274.0581
MEM 330.753906 1610555274.1619
MEM 330.769531 1610555274.2659
MEM 330.785156 1610555274.3663
MEM 329.878906 1610555274.4707
MEM 329.949219 1610555274.5713
MEM 330.031250 1610555274.6765
MEM 330.078125 1610555274.7791
MEM 330.128906 1610555274.8810
MEM 330.179688 1610555274.9852
MEM 330.253906 1610555275.0875
MEM 330.332031 1610555275.1918
MEM 330.406250 1610555275.2936
MEM 330.480469 1610555275.3955
MEM 330.554688 1610555275.4981
MEM 330.625000 1610555275.6009
MEM 330.695312 1610555275.7014
MEM 330.746094 1610555275.8064
MEM 330.789062 1610555275.9067
MEM 329.890625 1610555276.0105
MEM 329.968750 1610555276.1157
MEM 330.046875 1610555276.2194
MEM 330.128906 1610555276.3222
MEM 330.210938 1610555276.4273
MEM 330.281250 1610555276.5285
MEM 330.351562 1610555276.6306
MEM 330.394531 1610555276.7349
MEM 330.449219 1610555276.8359
MEM 330.449219 1610555276.9387
MEM 330.449219 1610555277.0436
MEM 330.476562 1610555277.1448
MEM 330.519531 1610555277.2456
MEM 330.566406 1610555277.3485
MEM 330.617188 1610555277.4499
MEM 330.906250 1610555277.5521
MEM 330.980469 1610555277.6525
MEM 331.054688 1610555277.7541
MEM 329.898438 1610555277.8569
MEM 329.980469 1610555277.9601
MEM 330.062500 1610555278.0651
MEM 330.136719 1610555278.1670
MEM 330.214844 1610555278.2685
MEM 330.296875 1610555278.3704
MEM 330.375000 1610555278.4740
MEM 330.460938 1610555278.5782
MEM 330.535156 1610555278.6801
MEM 330.621094 1610555278.7841
MEM 330.703125 1610555278.8874
MEM 330.777344 1610555278.9900
MEM 329.898438 1610555279.0953
MEM 329.957031 1610555279.1965
MEM 330.007812 1610555279.2987
MEM 330.054688 1610555279.3991
MEM 330.082031 1610555279.5042
MEM 330.082031 1610555279.6094
MEM 329.394531 1610555279.7101
MEM 329.449219 1610555279.8122
MEM 329.496094 1610555279.9125
MEM 329.542969 1610555280.0149
MEM 329.617188 1610555280.1201
MEM 329.687500 1610555280.2239
MEM 329.761719 1610555280.3290
MEM 330.070312 1610555280.4342
MEM 330.144531 1610555280.5349
MEM 330.218750 1610555280.6365
MEM 330.273438 1610555280.7368
MEM 330.542969 1610555280.8399
MEM 329.796875 1610555280.9403
MEM 329.871094 1610555281.0436
MEM 329.949219 1610555281.1489
MEM 330.023438 1610555281.2521
MEM 330.097656 1610555281.3529
MEM 330.175781 1610555281.4572
MEM 330.250000 1610555281.5624
MEM 330.324219 1610555281.6630
MEM 330.398438 1610555281.7675
MEM 330.476562 1610555281.8726
MEM 330.554688 1610555281.9738
MEM 330.585938 1610555282.0741
MEM 330.593750 1610555282.1785
MEM 330.664062 1610555282.2801
MEM 330.726562 1610555282.3874
MEM 329.796875 1610555282.4903
MEM 329.828125 1610555282.5955
MEM 329.867188 1610555282.6969
MEM 329.910156 1610555282.7982
MEM 329.949219 1610555282.9018
MEM 329.988281 1610555283.0061
MEM 330.023438 1610555283.1082
MEM 330.062500 1610555283.2090
MEM 330.101562 1610555283.3132
MEM 330.230469 1610555283.4135
MEM 330.339844 1610555283.5169
MEM 330.417969 1610555283.6188
MEM 330.492188 1610555283.7198
MEM 330.574219 1610555283.8237
MEM 330.640625 1610555283.9271
MEM 330.777344 1610555284.0279
MEM 330.906250 1610555284.1340
MEM 330.984375 1610555284.2347
MEM 331.058594 1610555284.3375
MEM 330.171875 1610555284.4404
MEM 330.250000 1610555284.5436
MEM 330.324219 1610555284.6488
MEM 330.402344 1610555284.7506
MEM 330.480469 1610555284.8554
MEM 330.554688 1610555284.9602
MEM 330.605469 1610555285.0636
MEM 330.605469 1610555285.1640
MEM 330.679688 1610555285.2692
MEM 330.753906 1610555285.3705
MEM 330.828125 1610555285.4758
MEM 330.906250 1610555285.5760
MEM 331.195312 1610555285.6812
MEM 331.292969 1610555285.7842
MEM 330.609375 1610555285.8875
MEM 330.460938 1610555285.9928
MEM 330.535156 1610555286.0938
MEM 330.609375 1610555286.1939
MEM 330.687500 1610555286.2948
MEM 330.765625 1610555286.3971
MEM 330.843750 1610555286.4988
MEM 330.886719 1610555286.6008
MEM 330.929688 1610555286.7011
MEM 330.976562 1610555286.8016
MEM 331.054688 1610555286.9027
MEM 331.136719 1610555287.0055
MEM 331.218750 1610555287.1102
MEM 331.285156 1610555287.2105
MEM 331.339844 1610555287.3126
MEM 330.234375 1610555287.4145
MEM 330.250000 1610555287.5172
MEM 328.781250 1610555287.6203
MEM 328.863281 1610555287.7241
MEM 328.945312 1610555287.8254
MEM 329.027344 1610555287.9303
MEM 329.078125 1610555288.0318
MEM 329.125000 1610555288.1334
MEM 329.183594 1610555288.2382
MEM 329.238281 1610555288.3413
MEM 329.281250 1610555288.4452
MEM 329.324219 1610555288.5456
MEM 329.371094 1610555288.6461
MEM 329.406250 1610555288.7506
MEM 329.445312 1610555288.8524
MEM 329.703125 1610555288.9565
MEM 330.429688 1610555289.0602
MEM 329.917969 1610555289.1622
MEM 330.023438 1610555289.2675
MEM 330.093750 1610555289.3725
MEM 330.167969 1610555289.4776
MEM 330.238281 1610555289.5812
MEM 330.285156 1610555289.6865
MEM 330.328125 1610555289.7869
MEM 330.382812 1610555289.8915
MEM 330.425781 1610555289.9938
MEM 330.468750 1610555290.0955
MEM 330.535156 1610555290.1960
MEM 330.601562 1610555290.2996
MEM 330.601562 1610555290.4049
MEM 330.148438 1610555290.5070
MEM 330.187500 1610555290.6103
MEM 330.234375 1610555290.7151
MEM 330.277344 1610555290.8163
MEM 330.351562 1610555290.9195
MEM 329.597656 1610555291.0226
MEM 329.675781 1610555291.1273
MEM 329.753906 1610555291.2276
MEM 329.929688 1610555291.3278
MEM 329.976562 1610555291.4293
MEM 330.011719 1610555291.5307
MEM 330.070312 1610555291.6338
MEM 330.148438 1610555291.7386
MEM 330.226562 1610555291.8404
MEM 330.304688 1610555291.9438
MEM 330.378906 1610555292.0482
MEM 330.449219 1610555292.1492
MEM 330.511719 1610555292.2521
MEM 330.582031 1610555292.3573
MEM 329.953125 1610555292.4603
MEM 330.015625 1610555292.5607
MEM 330.093750 1610555292.6619
MEM 330.171875 1610555292.7668
MEM 330.246094 1610555292.8673
MEM 330.250000 1610555292.9726
MEM 330.292969 1610555293.0750
MEM 330.367188 1610555293.1773
MEM 330.445312 1610555293.2818
MEM 330.523438 1610555293.3870
MEM 330.605469 1610555293.4921
MEM 330.906250 1610555293.5939
MEM 330.980469 1610555293.6955
MEM 331.054688 1610555293.7960
MEM 331.132812 1610555293.9003
MEM 329.972656 1610555294.0014
MEM 330.050781 1610555294.1065
MEM 330.125000 1610555294.2103
MEM 330.199219 1610555294.3118
MEM 330.273438 1610555294.4123
MEM 330.351562 1610555294.5174
MEM 330.425781 1610555294.6183
MEM 330.500000 1610555294.7230
MEM 330.574219 1610555294.8273
MEM 330.652344 1610555294.9324
MEM 330.726562 1610555295.0366
MEM 330.800781 1610555295.1369
MEM 330.835938 1610555295.2420
MEM 330.839844 1610555295.3440
MEM 329.679688 1610555295.4449
MEM 329.746094 1610555295.5463
MEM 329.820312 1610555295.6477
MEM 329.894531 1610555295.7529
MEM 329.964844 1610555295.8560
MEM 330.039062 1610555295.9607
MEM 330.109375 1610555296.0629
MEM 330.183594 1610555296.1678
MEM 330.257812 1610555296.2710
MEM 330.328125 1610555296.3716
MEM 330.398438 1610555296.4768
MEM 330.472656 1610555296.5814
MEM 330.542969 1610555296.6827
MEM 330.628906 1610555296.7843
MEM 329.972656 1610555296.8874
MEM 330.042969 1610555296.9894
MEM 330.109375 1610555297.0906
MEM 330.179688 1610555297.1938
MEM 330.250000 1610555297.2968
MEM 330.312500 1610555297.3996
MEM 330.382812 1610555297.5047
MEM 330.433594 1610555297.6087
MEM 330.476562 1610555297.7104
MEM 330.503906 1610555297.8130
MEM 330.503906 1610555297.9153
MEM 330.566406 1610555298.0204
MEM 330.613281 1610555298.1244
MEM 330.648438 1610555298.2290
MEM 330.679688 1610555298.3299
MEM 330.714844 1610555298.4325
MEM 330.746094 1610555298.5339
MEM 330.785156 1610555298.6344
MEM 330.890625 1610555298.7358
MEM 331.089844 1610555298.8399
MEM 331.140625 1610555298.9439
MEM 329.718750 1610555299.0463
MEM 329.777344 1610555299.1477
MEM 329.839844 1610555299.2529
MEM 329.898438 1610555299.3544
MEM 329.937500 1610555299.4563
MEM 329.972656 1610555299.5610
MEM 330.007812 1610555299.6616
MEM 330.062500 1610555299.7630
MEM 330.105469 1610555299.8656
MEM 330.132812 1610555299.9661
MEM 330.164062 1610555300.0674
MEM 330.191406 1610555300.1677
MEM 330.222656 1610555300.2684
MEM 330.250000 1610555300.3690
MEM 330.281250 1610555300.4739
MEM 330.312500 1610555300.5789
MEM 330.363281 1610555300.6842
MEM 330.406250 1610555300.7845
MEM 330.453125 1610555300.8848
MEM 330.507812 1610555300.9895
MEM 330.558594 1610555301.0940
